Transaction ID,Customer ID,Transaction Amount,Payment Method,Product Category,Quantity,Customer Age,Device Used,Account Age (days),Transaction Hour,is_fraud
TR1343,1928,2217.1987727973888,Debit Card,Books,4,63,1,300,3,1
TR1344,1935,2786.531464249626,Debit Card,Clothing,1,57,0,36,11,0
TR1345,1639,2592.876282289997,Debit Card,Electronics,7,18,0,44,15,0
TR1346,1550,4295.28867329004,Debit Card,Books,2,66,1,149,11,1
TR1347,1337,3262.482515871525,Debit Card,Electronics,3,23,1,295,13,0
TR1348,1871,951.9048048911786,PayPal,Clothing,8,31,0,162,20,1
TR1349,1640,324.45372658810044,Credit Card,Electronics,2,41,0,163,8,0
TR1350,1778,2127.575305519921,Debit Card,Home & Kitchen,2,34,0,160,19,1
TR1351,1987,87.89700506606893,PayPal,Clothing,4,34,1,60,17,1
TR1352,1952,1598.303955308345,PayPal,Home & Kitchen,6,61,0,328,21,0
TR1353,1472,1846.427132501736,Credit Card,Electronics,2,38,1,357,20,0
TR1354,1945,1884.1884813095203,Bank Transfer,Books,9,65,0,190,9,1
TR1355,1150,4896.956621376225,Credit Card,Electronics,2,52,1,308,4,0
TR1356,1414,1526.4653760926167,Credit Card,Clothing,9,66,0,328,19,1
TR1357,1989,1333.48520193932,Bank Transfer,Clothing,7,51,0,297,10,1
TR1358,1297,655.6108460270307,Bank Transfer,Electronics,3,30,1,295,4,0
TR1359,1610,2559.934090056238,Debit Card,Books,9,31,0,298,15,1
TR1360,1262,776.8347880059671,Bank Transfer,Clothing,9,21,1,272,11,1
TR1361,1763,3085.310616526615,Bank Transfer,Electronics,6,41,1,309,4,0
TR1362,1143,784.2472969023642,Credit Card,Books,2,23,1,312,1,0
TR1363,1345,2887.599855618414,Credit Card,Home & Kitchen,7,37,0,309,21,0
TR1364,1623,4133.083503481385,Credit Card,Clothing,4,49,1,340,14,1
TR1365,1571,222.19792126027227,Bank Transfer,Home & Kitchen,4,40,1,39,0,0
TR1366,1880,2104.5374048418475,PayPal,Clothing,7,58,0,177,2,0
TR1367,1001,2310.634346421989,Debit Card,Home & Kitchen,5,31,0,202,3,0
TR1368,1896,3957.4499959557807,Credit Card,Electronics,1,39,0,81,15,0
TR1369,1303,2344.8990034082653,PayPal,Books,3,34,0,304,23,1
TR1370,1253,2842.0035744170377,Debit Card,Electronics,7,57,0,237,9,1
TR1371,1651,3958.1092254044747,Credit Card,Electronics,9,68,1,103,12,1
TR1372,1452,2803.194879717161,PayPal,Electronics,9,19,0,77,10,1
TR1373,1036,1797.914073462716,Debit Card,Clothing,7,66,1,99,0,1
TR1374,1159,438.35296532670554,Credit Card,Home & Kitchen,5,24,1,267,11,1
TR1375,1008,3652.278991267762,Credit Card,Clothing,4,52,0,204,14,1
TR1376,1232,4356.979369309154,PayPal,Clothing,9,53,0,37,2,0
TR1377,1098,4850.622039730619,Bank Transfer,Books,6,67,0,113,15,1
TR1378,1658,4633.733405050126,Bank Transfer,Electronics,2,31,1,34,22,1
TR1379,1815,3989.115365077911,Credit Card,Clothing,3,37,1,225,15,0
TR1380,1207,3220.9249419061834,PayPal,Home & Kitchen,7,45,1,247,4,0
TR1381,1130,3909.4861276948855,Bank Transfer,Clothing,4,30,0,64,20,1
TR1382,1403,2166.097727131819,Bank Transfer,Books,7,66,1,44,20,0
TR1383,1151,2977.9333118062664,Bank Transfer,Books,5,61,1,144,8,0
TR1384,1053,1750.012047604534,PayPal,Home & Kitchen,1,24,0,104,13,1
TR1385,1119,1640.2789827521099,PayPal,Books,3,20,1,190,15,0
TR1386,1672,3785.8919486474083,Debit Card,Electronics,9,22,0,353,13,1
TR1387,1919,2275.124583694773,Bank Transfer,Electronics,4,69,0,352,9,1
TR1388,1627,1068.6847020258358,PayPal,Books,5,50,1,253,13,0
TR1389,1586,1017.6714280899107,Debit Card,Clothing,2,63,1,320,5,0
TR1390,1624,4297.270084233968,Credit Card,Books,8,26,0,158,11,0
TR1391,1967,3392.024866869729,Debit Card,Home & Kitchen,1,44,1,150,16,0
TR1392,1419,2734.769906056998,Bank Transfer,Electronics,4,32,1,47,16,0
TR1393,1421,2010.6842926218335,PayPal,Electronics,6,51,1,291,3,1
TR1394,1103,2159.7787800277574,Bank Transfer,Clothing,8,35,0,304,6,1
TR1395,1851,296.6016190327696,Bank Transfer,Home & Kitchen,4,21,1,188,9,1
TR1396,1253,2280.001622890535,Credit Card,Electronics,2,51,0,333,5,0
TR1397,1226,3979.3200040041884,PayPal,Electronics,4,62,1,89,9,1
TR1398,1111,1946.0525356756584,PayPal,Home & Kitchen,1,38,1,85,23,1
TR1399,1509,1924.070450190857,Credit Card,Clothing,8,35,0,206,4,0
TR1400,1472,88.42574926624611,PayPal,Books,9,69,1,99,10,1
TR1401,1098,2294.5979601647623,Debit Card,Clothing,3,53,1,225,16,0
TR1402,1152,136.43488821035464,Bank Transfer,Electronics,8,52,0,138,18,0
TR1403,1860,2856.043645763718,Credit Card,Electronics,9,24,1,169,13,1
TR1404,1913,2538.8490740957473,Credit Card,Clothing,8,51,1,172,13,0
TR1405,1895,4201.642409630755,Bank Transfer,Clothing,2,63,0,208,12,1
TR1406,1877,2913.0852485193486,Credit Card,Electronics,2,54,0,59,2,1
TR1407,1337,1623.902503057854,PayPal,Home & Kitchen,4,19,1,132,8,1
TR1408,1705,2585.9927369904017,PayPal,Home & Kitchen,1,58,1,203,1,0
TR1409,1821,3501.5347151920946,Bank Transfer,Books,3,33,0,327,1,1
TR1410,1162,478.87933909781015,Credit Card,Electronics,4,45,1,196,0,1
TR1411,1719,3109.1597014674644,Debit Card,Electronics,2,47,0,293,4,1
TR1412,1956,4583.965147070116,Bank Transfer,Books,7,48,1,216,1,0
TR1413,1680,1502.6601751999094,PayPal,Electronics,3,25,1,355,13,0
TR1414,1995,3136.8592234332973,PayPal,Electronics,7,55,0,110,23,0
TR1415,1160,4108.433957247715,PayPal,Clothing,7,52,1,244,16,1
TR1416,1579,2563.9139232187345,Debit Card,Home & Kitchen,9,24,1,335,15,0
TR1417,1800,3592.7178747617204,PayPal,Home & Kitchen,4,35,1,164,1,1
TR1418,1397,1561.9415890614077,Bank Transfer,Home & Kitchen,4,65,0,273,21,1
TR1419,1276,1537.2316800964725,Bank Transfer,Books,1,53,1,149,0,1
TR1420,1815,3341.244268774818,Bank Transfer,Clothing,6,38,1,106,5,1
TR1421,1915,3529.9902811276843,PayPal,Electronics,6,21,1,83,1,1
TR1422,1503,4685.678400565597,Debit Card,Home & Kitchen,7,49,1,323,4,1
TR1423,1895,1131.944487842693,Debit Card,Home & Kitchen,9,33,1,268,21,0
TR1424,1391,2346.405804478966,PayPal,Clothing,9,35,0,280,2,0
TR1425,1134,1260.062231087818,Credit Card,Electronics,5,51,0,59,23,0
TR1426,1194,409.6598827924245,Credit Card,Books,2,39,1,259,20,1
TR1427,1400,2022.1203344579637,Bank Transfer,Electronics,1,44,0,315,8,0
TR1428,1639,1876.6629289681343,Debit Card,Books,2,29,0,303,22,0
TR1429,1032,1359.4662587111177,PayPal,Books,2,58,0,347,15,1
TR1430,1687,1492.0045067856881,Debit Card,Electronics,1,49,1,127,5,0
TR1431,1459,1808.4549136928779,Debit Card,Books,8,24,1,314,20,1
TR1432,1954,4944.299787572667,Credit Card,Home & Kitchen,3,57,0,78,16,0
TR1433,1882,3916.9592521767277,Debit Card,Clothing,8,55,1,177,16,0
TR1434,1469,366.2919934236657,Debit Card,Home & Kitchen,6,61,0,76,1,1
TR1435,1374,4363.341750668642,PayPal,Books,1,57,0,112,23,0
TR1436,1021,3170.1835987293703,PayPal,Books,7,27,1,298,1,0
TR1437,1749,4454.0628630083265,Debit Card,Clothing,3,53,0,234,5,0
TR1438,1669,1715.1313387798386,Debit Card,Clothing,9,27,0,330,8,1
TR1439,1037,2327.9491354104766,PayPal,Home & Kitchen,9,24,0,99,11,0
TR1440,1229,4482.173015967461,Credit Card,Clothing,4,68,1,342,12,1
TR1441,1364,1370.1399482092706,PayPal,Clothing,2,20,0,286,15,0
TR1442,1562,4578.349372464622,PayPal,Books,9,29,0,268,9,1
TR1443,1437,4144.213563599903,PayPal,Clothing,5,49,0,340,3,1
TR1444,1775,4902.984125137374,PayPal,Books,8,68,1,271,13,0
TR1445,1282,1628.0453592116519,PayPal,Electronics,9,47,1,341,23,1
TR1446,1026,1186.4083682238693,Credit Card,Electronics,1,27,0,264,5,1
TR1447,1225,1661.0258162581833,Bank Transfer,Electronics,3,38,0,126,4,0
TR1448,1276,4773.702481983789,PayPal,Books,7,55,1,205,6,0
TR1449,1797,1672.0357473041784,PayPal,Electronics,2,37,1,362,22,0
TR1450,1608,2830.4069815866183,Credit Card,Home & Kitchen,4,32,0,252,10,1
TR1451,1283,2024.359620106706,Bank Transfer,Books,4,38,1,109,7,0
TR1452,1878,1987.1385209640866,Debit Card,Home & Kitchen,7,48,1,221,5,1
TR1453,1959,974.9592632964855,Credit Card,Books,2,36,1,330,1,0
TR1454,1480,2690.026908579974,PayPal,Home & Kitchen,8,60,1,229,4,1
TR1455,1452,4248.527232286362,Debit Card,Electronics,8,25,1,327,0,0
TR1456,1828,256.93021763381535,Credit Card,Home & Kitchen,6,59,0,148,12,0
TR1457,1815,4447.2407023804735,Debit Card,Electronics,4,39,1,249,22,1
TR1458,1658,3330.7100960351245,Credit Card,Books,2,63,1,209,9,0
TR1459,1515,3087.5230220687654,Credit Card,Electronics,3,69,0,325,3,0
TR1460,1546,3133.2421622907214,Debit Card,Clothing,3,63,1,349,6,1
TR1461,1191,1488.3864814128024,Bank Transfer,Clothing,3,64,1,165,18,1
TR1462,1048,2081.5710743027557,Debit Card,Electronics,4,29,1,141,16,0
TR1463,1511,3998.457129462031,Debit Card,Clothing,7,34,0,351,19,1
TR1464,1016,1538.841374312085,Bank Transfer,Clothing,9,59,0,102,14,1
TR1465,1171,2355.400845767757,Debit Card,Clothing,4,29,1,335,23,0
TR1466,1219,107.96503422439014,Bank Transfer,Clothing,7,48,0,49,5,0
TR1467,1157,3670.456181148178,Bank Transfer,Home & Kitchen,6,68,1,97,8,1
TR1468,1476,2094.333861626242,Bank Transfer,Clothing,9,25,1,345,21,0
TR1469,1045,2631.5402546832825,PayPal,Books,8,65,0,339,6,0
TR1470,1372,582.2996958756856,Credit Card,Electronics,2,35,1,328,20,1
TR1471,1517,4958.65400164931,PayPal,Books,3,69,1,189,3,1
TR1472,1098,1519.3144566543815,Credit Card,Clothing,6,44,0,166,16,1
TR1473,1891,3178.598411366287,PayPal,Books,5,59,0,148,19,1
TR1474,1744,2910.3693608237822,Bank Transfer,Clothing,2,60,1,156,15,0
TR1475,1036,3927.6100975857016,PayPal,Home & Kitchen,2,23,1,315,1,1
TR1476,1279,1476.2464085535833,Credit Card,Home & Kitchen,5,45,0,334,10,0
TR1477,1348,3782.0774515362136,PayPal,Home & Kitchen,5,46,0,286,6,1
TR1478,1496,1918.6836361218143,Debit Card,Clothing,1,35,0,78,18,0
TR1479,1301,2061.693219573282,Debit Card,Electronics,3,62,0,91,6,0
TR1480,1180,3366.835507168983,Bank Transfer,Home & Kitchen,9,60,0,303,16,0
TR1481,1606,3923.5860009849393,PayPal,Clothing,3,63,1,131,15,1
TR1482,1098,3337.6645142415896,PayPal,Clothing,6,63,0,84,18,1
TR1483,1699,4500.398807650049,Credit Card,Books,6,40,0,151,16,1
TR1484,1992,1432.9435572552359,Credit Card,Clothing,2,53,0,146,0,0
TR1485,1115,4504.077493188727,PayPal,Books,7,27,0,155,10,1
TR1486,1190,663.0089944574596,Credit Card,Home & Kitchen,9,69,0,214,10,0
TR1487,1252,3301.056291959603,Debit Card,Books,9,44,1,97,14,0
TR1488,1980,2742.676950387086,Debit Card,Clothing,8,35,1,172,21,0
TR1489,1927,2478.2333426737914,Bank Transfer,Books,5,58,1,297,2,0
TR1490,1982,1561.4510240222696,Debit Card,Home & Kitchen,8,30,0,109,19,1
TR1491,1160,2523.6263990880884,Credit Card,Clothing,9,40,0,93,18,0
TR1492,1255,817.2490483596692,Credit Card,Electronics,1,68,1,272,0,0
TR1493,1322,1852.9115116162614,Credit Card,Electronics,1,57,0,234,12,1
TR1494,1127,502.4177782445483,Credit Card,Clothing,5,60,1,63,19,1
TR1495,1017,2863.5145329337347,PayPal,Home & Kitchen,7,40,1,176,12,0
TR1496,1792,487.88175213613846,PayPal,Clothing,9,57,0,283,0,1
TR1497,1734,810.1197730867767,PayPal,Electronics,9,67,1,104,10,1
TR1498,1565,436.4793394225318,PayPal,Clothing,3,66,1,250,23,0
TR1499,1569,1912.7400933608687,Debit Card,Books,1,46,1,121,10,0
TR1500,1322,4211.372687547559,Credit Card,Books,3,27,0,239,4,0
TR1501,1871,4535.412994252801,Debit Card,Home & Kitchen,8,47,1,206,10,0
TR1502,1685,368.72837845406684,Credit Card,Home & Kitchen,7,39,0,314,15,0
TR1503,1791,3176.405202899519,PayPal,Home & Kitchen,5,48,0,305,2,1
TR1504,1625,3425.083268714446,Debit Card,Home & Kitchen,9,59,0,313,19,0
TR1505,1287,2673.5120127358005,Credit Card,Books,4,40,0,165,18,0
TR1506,1942,3338.2544587330344,PayPal,Electronics,6,21,0,203,18,1
TR1507,1853,1176.1166700610454,Bank Transfer,Home & Kitchen,5,57,0,98,0,1
TR1508,1662,2453.3246169768904,Credit Card,Home & Kitchen,6,19,1,198,14,1
TR1509,1961,1960.4704866887841,Bank Transfer,Electronics,4,31,0,246,18,1
TR1510,1638,457.642677683759,Credit Card,Home & Kitchen,3,57,1,228,3,1
TR1511,1154,3131.52663421522,PayPal,Electronics,5,43,0,57,13,0
TR1512,1489,2481.123811431016,Debit Card,Home & Kitchen,5,39,0,310,3,0
TR1513,1385,1383.1183942438902,Credit Card,Home & Kitchen,2,63,0,343,7,1
TR1514,1985,2373.6894494128237,Bank Transfer,Home & Kitchen,4,57,0,249,12,0
TR1515,1784,3878.73711180354,PayPal,Books,3,35,1,106,16,1
TR1516,1103,4010.2722364122387,Credit Card,Books,7,25,0,251,3,0
TR1517,1928,3251.1353824593516,Bank Transfer,Books,5,59,0,132,17,0
TR1518,1392,2344.061688666817,Credit Card,Home & Kitchen,6,53,1,101,0,1
TR1519,1810,2882.9906996272016,Bank Transfer,Books,7,28,0,352,3,1
TR1520,1245,1931.2267030645296,Credit Card,Books,2,63,1,291,4,1
TR1521,1175,641.5161515412487,Debit Card,Books,4,33,1,67,21,1
TR1522,1038,1934.2467809565985,Debit Card,Clothing,6,59,0,120,3,1
TR1523,1476,2656.360452787475,Debit Card,Books,3,32,1,177,18,1
TR1524,1681,2998.1817331064144,Debit Card,Clothing,6,57,1,110,16,1
TR1525,1758,4679.646870512558,PayPal,Books,1,64,1,59,13,1
TR1526,1537,3888.8938907027746,Debit Card,Home & Kitchen,8,36,0,144,20,1
TR1527,1866,768.4428816089398,Credit Card,Home & Kitchen,5,25,0,152,14,0
TR1528,1817,879.1692111981109,PayPal,Home & Kitchen,1,34,1,45,2,1
TR1529,1920,511.46884860637266,Credit Card,Clothing,1,35,0,182,2,1
TR1530,1407,3693.52681883238,Bank Transfer,Home & Kitchen,3,19,0,301,18,1
TR1531,1524,3533.5501696743668,Debit Card,Electronics,6,54,1,99,22,0
TR1532,1827,4931.950879467437,Credit Card,Books,2,65,0,221,0,0
TR1533,1505,2614.8968541451,Credit Card,Clothing,8,41,1,262,3,0
TR1534,1902,4133.810494955921,Credit Card,Clothing,7,34,0,209,15,0
TR1535,1824,2886.43489462751,Bank Transfer,Clothing,2,32,1,213,6,1
TR1536,1035,4371.692695511911,Bank Transfer,Home & Kitchen,1,68,1,302,15,1
TR1537,1684,3607.89498612073,Bank Transfer,Electronics,7,41,1,56,18,0
TR1538,1019,3217.991234806352,Credit Card,Clothing,7,40,1,32,23,1
TR1539,1320,2829.9621282054213,Bank Transfer,Books,3,44,0,276,7,1
TR1540,1775,3617.6229169704443,Debit Card,Books,8,39,1,289,12,1
TR1541,1511,2104.072674928342,Bank Transfer,Electronics,8,64,0,312,6,1
TR1542,1399,491.9171377212639,Bank Transfer,Books,5,30,0,105,8,1
TR1543,1653,209.5307827012256,Credit Card,Electronics,7,66,1,359,6,0
TR1544,1971,2400.328420729778,Credit Card,Books,3,69,0,43,12,1
TR1545,1882,3000.4649952785053,Credit Card,Electronics,6,29,1,85,22,1
TR1546,1470,403.4566625474209,Credit Card,Home & Kitchen,3,52,0,51,3,1
TR1547,1142,1441.6487090713902,Debit Card,Books,9,45,1,53,4,0
TR1548,1091,1616.9407078176805,Credit Card,Books,7,27,0,247,1,1
TR1549,1353,2818.3497206891734,PayPal,Books,1,27,1,40,6,1
TR1550,1833,1399.6274556535175,PayPal,Home & Kitchen,8,62,1,101,3,0
TR1551,1799,487.28651178447336,Credit Card,Home & Kitchen,9,41,0,230,8,0
TR1552,1726,832.6351373232851,Credit Card,Clothing,2,45,0,67,1,1
TR1553,1958,877.999530004924,Debit Card,Clothing,1,56,0,119,23,0
TR1554,1853,4215.0477716715795,PayPal,Electronics,4,54,0,294,22,0
TR1555,1050,1428.7552380216744,Bank Transfer,Clothing,9,26,1,74,19,1
TR1556,1664,3576.311752234637,Debit Card,Books,6,53,0,118,22,1
TR1557,1697,2843.5153442331357,Bank Transfer,Home & Kitchen,8,52,1,157,20,1
TR1558,1574,4885.423380546045,Credit Card,Home & Kitchen,7,60,0,283,16,1
TR1559,1189,1371.3851177122092,PayPal,Home & Kitchen,5,66,0,50,9,0
TR1560,1124,800.2813724407091,Bank Transfer,Home & Kitchen,5,19,1,89,10,0
TR1561,1149,269.6688100958563,PayPal,Electronics,6,58,0,344,18,0
TR1562,1313,1212.3887147835899,Bank Transfer,Clothing,6,55,1,268,12,0
TR1563,1569,3423.513723212809,Debit Card,Home & Kitchen,5,40,0,262,23,1
TR1564,1341,435.4385409379345,Credit Card,Electronics,8,29,1,120,5,1
TR1565,1304,1231.062207296796,PayPal,Books,3,68,0,40,22,0
TR1566,1691,4277.98875723822,Debit Card,Clothing,9,38,1,177,1,0
TR1567,1681,2918.9352173289562,PayPal,Electronics,5,46,1,127,4,1
TR1568,1837,356.91248586344534,Bank Transfer,Home & Kitchen,9,53,1,80,4,1
TR1569,1782,247.93888980631874,Bank Transfer,Home & Kitchen,5,60,0,221,13,1
TR1570,1053,315.0031478755767,Credit Card,Home & Kitchen,3,54,0,340,18,0
TR1571,1443,4709.956500234791,Bank Transfer,Books,9,69,1,173,5,1
TR1572,1612,4250.858428519663,Credit Card,Clothing,2,44,1,242,19,1
TR1573,1992,4226.250809673686,Credit Card,Home & Kitchen,5,23,1,234,1,1
TR1574,1263,4621.841643595294,Debit Card,Clothing,3,37,0,339,16,1
TR1575,1052,2531.224397352042,Credit Card,Books,7,65,1,211,2,1
TR1576,1571,1244.2499090052866,Debit Card,Electronics,4,60,1,213,22,0
TR1577,1619,2012.7265411502055,PayPal,Clothing,8,58,1,292,0,1
TR1578,1004,3597.131723690216,Bank Transfer,Electronics,1,39,1,156,8,1
TR1579,1102,4381.404028891113,Bank Transfer,Clothing,5,40,1,42,5,1
TR1580,1195,2181.1037242306265,Bank Transfer,Home & Kitchen,8,51,0,125,8,1
TR1581,1773,2681.550967356485,Credit Card,Home & Kitchen,2,21,1,112,17,0
TR1582,1876,4659.597136448504,Debit Card,Electronics,6,49,0,245,7,1
TR1583,1991,546.4181991760512,Debit Card,Clothing,7,33,0,329,7,1
TR1584,1883,4312.873092700878,Debit Card,Books,6,21,1,69,16,1
TR1585,1349,804.9443364371602,Credit Card,Clothing,3,45,1,226,22,0
TR1586,1046,2424.4681379501953,Bank Transfer,Electronics,6,45,1,57,20,1
TR1587,1866,1099.9314120286672,Bank Transfer,Clothing,7,58,1,110,8,0
TR1588,1822,3018.708677146115,Debit Card,Clothing,3,39,0,325,8,0
TR1589,1935,2797.2813743242477,Credit Card,Electronics,2,25,0,123,3,0
TR1590,1819,1906.2367475613519,Bank Transfer,Electronics,3,43,0,219,14,0
TR1591,1655,4317.88453907717,Credit Card,Electronics,1,56,0,344,9,0
TR1592,1268,3302.4684682374186,PayPal,Clothing,7,47,1,335,14,1
TR1593,1369,3608.813573560099,PayPal,Electronics,4,67,0,40,16,0
TR1594,1635,761.792093656266,Credit Card,Electronics,3,26,0,138,5,1
TR1595,1105,4416.996733098332,PayPal,Books,6,43,0,172,4,1
TR1596,1669,843.5304164638918,Bank Transfer,Books,3,59,1,177,2,0
TR1597,1658,1121.6969714077013,Debit Card,Books,3,28,1,192,18,0
TR1598,1656,648.9951410994333,Credit Card,Electronics,9,42,1,253,20,0
TR1599,1119,2207.3924477643895,PayPal,Electronics,2,51,0,88,21,1
TR1600,1830,4439.669066444026,Debit Card,Books,5,44,1,80,21,1
TR1601,1786,1269.7131228531991,Bank Transfer,Home & Kitchen,2,68,1,215,6,0
TR1602,1603,1875.0295679105366,Bank Transfer,Home & Kitchen,6,27,1,297,0,0
TR1603,1057,4231.871436176356,Credit Card,Books,4,32,1,75,23,1
TR1604,1950,3092.898245996857,Debit Card,Books,7,67,1,93,17,0
TR1605,1345,3760.5658042949217,Bank Transfer,Home & Kitchen,1,22,0,47,16,1
TR1606,1740,1077.860246686213,Credit Card,Books,8,29,1,185,15,1
TR1607,1473,3585.2844180295515,PayPal,Electronics,2,25,1,127,1,1
TR1608,1116,1145.7767874224446,Debit Card,Books,4,23,1,105,8,0
TR1609,1829,4936.696771231199,Bank Transfer,Clothing,7,41,1,361,2,1
TR1610,1790,2803.831919072419,PayPal,Home & Kitchen,8,18,0,44,6,1
TR1611,1126,3481.2398976352533,Debit Card,Electronics,9,42,1,48,21,0
TR1612,1392,600.823904866099,Debit Card,Home & Kitchen,5,62,1,197,5,1
TR1613,1907,1260.773340407432,Debit Card,Books,9,64,0,167,7,1
TR1614,1640,707.3058912261281,Bank Transfer,Home & Kitchen,9,28,1,229,2,0
TR1615,1057,1956.9518692058982,Debit Card,Books,3,40,1,50,3,0
TR1616,1633,1427.8379623849385,PayPal,Electronics,7,53,0,177,10,0
TR1617,1512,3667.2820755565403,Bank Transfer,Electronics,8,57,1,226,10,0
TR1618,1750,552.4578083444744,Debit Card,Home & Kitchen,1,24,1,30,20,1
TR1619,1801,3762.7762485673375,PayPal,Electronics,5,44,1,150,4,0
TR1620,1095,238.0670749465516,Bank Transfer,Home & Kitchen,1,62,0,150,21,0
TR1621,1637,1018.0690082387382,Debit Card,Home & Kitchen,3,38,0,184,14,0
TR1622,1117,3961.9053099033686,Credit Card,Home & Kitchen,2,22,1,321,12,1
TR1623,1559,3716.4554391283955,Credit Card,Home & Kitchen,2,50,1,136,9,0
TR1624,1600,2386.8673084551283,Debit Card,Clothing,4,33,1,62,14,1
TR1625,1487,259.41374823698357,Credit Card,Clothing,5,28,0,119,4,1
TR1626,1236,3053.3697709298035,Bank Transfer,Books,1,49,1,220,0,0
TR1627,1884,2039.5532788307512,Debit Card,Electronics,6,67,0,148,3,0
TR1628,1896,1589.475469487869,PayPal,Clothing,5,41,0,171,4,0
TR1629,1271,3205.649077764406,Credit Card,Clothing,4,26,0,189,12,0
TR1630,1188,2188.7066653866145,Debit Card,Electronics,6,53,0,40,20,0
TR1631,1998,471.1812912613614,Bank Transfer,Home & Kitchen,2,24,0,122,2,0
TR1632,1703,4580.592847856598,Debit Card,Clothing,8,45,0,145,22,0
TR1633,1446,3894.680566272361,PayPal,Clothing,6,40,0,94,20,0
TR1634,1580,291.3271745398567,PayPal,Clothing,3,56,0,206,5,1
TR1635,1789,2630.068712251571,Debit Card,Clothing,4,30,1,260,10,0
TR1636,1860,426.0540388641552,Debit Card,Home & Kitchen,2,68,1,113,7,0
TR1637,1246,4188.07639670184,Debit Card,Electronics,4,24,0,123,20,0
TR1638,1962,3068.9396656493395,Debit Card,Clothing,9,38,0,90,19,0
TR1639,1075,870.5211765296116,Bank Transfer,Clothing,4,56,0,213,0,1
TR1640,1153,113.49930060294183,Debit Card,Clothing,8,30,0,124,20,1
TR1641,1655,167.58925061063889,Bank Transfer,Clothing,3,53,1,135,19,1
TR1642,1434,2541.7537056035003,Debit Card,Electronics,5,29,0,148,3,0
TR1643,1996,3674.5236585971015,Bank Transfer,Home & Kitchen,2,25,1,315,14,0
TR1644,1085,612.9938521564562,PayPal,Books,9,65,1,141,23,1
TR1645,1696,1114.2074889156381,Credit Card,Electronics,9,60,1,260,10,0
TR1646,1284,1643.027126395966,Debit Card,Clothing,7,53,1,171,1,0
TR1647,1973,1098.2031424851534,Debit Card,Books,2,64,0,64,14,0
TR1648,1219,1962.7694478089218,PayPal,Clothing,4,61,1,182,23,1
TR1649,1068,2802.4788787677303,Credit Card,Electronics,6,40,1,338,14,0
TR1650,1046,3427.834373724133,PayPal,Home & Kitchen,9,51,1,341,8,1
TR1651,1093,4819.23815921407,PayPal,Books,6,40,0,58,16,1
TR1652,1749,4654.909911719141,Debit Card,Books,4,55,0,350,18,1
TR1653,1957,2854.9336043962835,Debit Card,Home & Kitchen,1,46,1,210,14,0
TR1654,1452,3673.40878171721,PayPal,Home & Kitchen,7,67,1,306,9,1
TR1655,1203,4754.852301080885,Debit Card,Books,7,41,0,110,16,0
TR1656,1911,426.5250032616101,Debit Card,Books,6,39,0,281,12,1
TR1657,1217,38.117451708531405,Debit Card,Books,3,29,1,43,1,1
TR1658,1473,158.70082101062047,Credit Card,Books,5,33,0,39,13,0
TR1659,1431,2821.1133182410895,Credit Card,Home & Kitchen,7,18,1,359,20,1
TR1660,1340,3816.5387922596456,Debit Card,Electronics,6,68,0,286,11,1
TR1661,1550,1841.7040042177227,PayPal,Electronics,7,47,0,41,8,1
TR1662,1611,2730.743481890817,Credit Card,Home & Kitchen,5,53,1,355,15,1
TR1663,1288,2586.667929557199,PayPal,Electronics,1,59,1,267,3,0
TR1664,1253,482.9067490441777,Bank Transfer,Electronics,5,59,0,59,21,1
